Codigo	Descripcion	Precio Costo	Precio Venta	Precio Mayoreo	Inventario	Inv. Minimo	Departamento
7.50135E+12	Fluoxetina Tab 20 Mg	$70.00	$70.00	$70.00	0	0	GENERICOS
 FLUTICASONA	Fluticasona Sol Nasal	$250.00	$250.00	$250.00	0	0	PATENTE
 FOMI POR PLIEGO	Fomi Diamantado X Pliego 	$25.00	$25.00	$25.00	34	0	PAPELERIA
 FOMI NORMAL X PLIEGO	Fomi Normal X Pliego	$25.00	$25.00	$25.00	46	0	PAPELERIA
 FOMY MOLDEABLE POR P	Fomy Moldeable Por Paquete	$55.00	$55.00	$55.00	1	0	PAPELERIA
 FOMY MOLDEABLE	Fomy Moldeable Suelto	$5.00	$5.00	$5.00	5	0	PAPELERIA
7.50126E+12	Fortical	$55.00	$55.00	$55.00	0	0	GENERICOS
7.50126E+12	Fortical Tabletas	$85.00	$85.00	$85.00	0	0	GENERICOS
7.50131E+12	Fosfocil Suspension 250mg/5ml	$235.00	$235.00	$235.00	0	0	PATENTE
7.50183E+12	Fumarato Ferroso Suspension	$50.00	$50.00	$50.00	0	0	MATERIAL DE CURACION
7.50183E+12	Fumarato Ferroso Tabletas	$35.00	$35.00	$35.00	0	0	GENERICOS
7.50222E+12	Fumarato Ferroso/ Ac. Folico Tab	$40.00	$40.00	$40.00	0	0	GENERICOS
7.50222E+12	Fumarato Ferroso/Acido Folico	$40.00	$40.00	$40.00	2	0	GENERICOS
7.5013E+12	Furacin Pomada	$169.00	$169.00	$169.00	0	0	PATENTE
7.5013E+12	Furacin Pomada	$395.00	$395.00	$395.00	0	0	PATENTE
7.50135E+12	Furosemida Inyectable	$45.00	$45.00	$45.00	0	0	GENERICOS
7.50201E+12	Furosemida Tab 40 Mg	$35.00	$35.00	$35.00	0	0	GENERICOS
7.50157E+12	Furosemida Tab De 40mg	$28.00	$28.00	$28.00	1	0	GENERICOS
 GALLETAS GIRO	GALLETAS GIRO	$13.00	$13.00	$13.00	4	0	VENTA LIBRE
 GALLETAS QUAKER 	GALLETAS QUAKER 	$11.00	$12.00	$11.00	6	0	VENTA LIBRE
 GANAPINAS GALLETAS 	GANAPINAS GALLETAS 	$13.00	$13.00	$13.00	0	0	VENTA LIBRE
 GASITO 	GANSITO 	$10.00	$10.00	$10.00	8	0	VENTA LIBRE
7.59684E+11	GASA JALOMA 10X10 CM	$20.00	$20.00	$20.00	9	0	MATERIAL DE CURACION
7.50144E+12	GEL  MOCO DE GORILA HIPSTER 200G	$26.00	$26.00	$26.00	0	0	PERFUMERIA
7.50184E+12	GEL FRUCTIS STYLE INVISIBLE	$46.00	$46.00	$46.00	1	0	- Sin Departamento -
7.50144E+12	GEL MOCO DE GORILA PUNK 200G	$26.00	$26.00	$26.00	0	0	PERFUMERIA
7.50184E+12	GEL STYLE FRUCTIS WET SHIENE	$46.00	$46.00	$46.00	0	0	- Sin Departamento -
 GLOBOS BLOGOS SUELTO	GLOBOS BLOGOS #7 SUELTOS	$1.00	$1.00	$1.00	0	0	PAPELERIA
 GLUCOMETRO ACCU CHEK	GLUCOMETRO ACCU CHEK Instant	$695.00	$695.00	$695.00	2	0	MATERIAL DE CURACION
6.5024E+11	GOICOTABS C/30 TAB	$149.00	$149.00	$149.00	0	0	PATENTE
 GOLDEN NUTS	GOLDEN NUTS 	$14.00	$14.00	$14.00	3	0	VENTA LIBRE
 GOLDEN NUTS SEMILLAS	GOLDEN NUTS SEMILLAS 	$8.00	$8.00	$8.00	0	0	VENTA LIBRE
 GOMA DE TELEFONO 	GOMA EN FORMA TELEFONO 	$6.00	$6.00	$6.00	1	0	PAPELERIA
 GOMA MAPED 	GOMA MAPED 	$4.00	$4.00	$4.00	0	0	PAPELERIA
 GOMA MIGAJON PELI	GOMA MIGAJON PELICAN  M20	$6.00	$6.00	$6.00	6	0	PAPELERIA
 GOMA MIGAJON PELIKAN	GOMA MIGAJON PELICAN M40	$4.00	$4.00	$4.00	15	0	PAPELERIA
 GOMA PEKICAN BLANCA 	GOMA PELIKAN BLANCA WS20	$5.00	$5.00	$5.00	1	0	PAPELERIA
 GOMAS SMARTY DIFENTE	GOMAS SMARTY DIFENTE	$25.00	$25.00	$25.00	12	0	PAPELERIA
 GOMILOCAS 	GOMILOCAS 	$11.00	$11.00	$11.00	11	0	VENTA LIBRE
 GRAPAS #10	GRAPAS #10 CAJITA 	$14.00	$14.00	$14.00	9	0	PAPELERIA
 GUANTE CHICO NITRILO	GUANTE CHICO NITRILO	$7.00	$7.00	$7.00	92	0	MATERIAL DE CURACION
7.85121E+11	Gabapentina 30mg Capsulas	$95.00	$95.00	$95.00	0	0	GENERICOS
7.50221E+12	Galedol Efervecente 	$100.00	$100.00	$100.00	0	0	PATENTE
 GANSITO MINI	Gansito Mini	$6.00	$6.00	$6.00	0	0	VENTA LIBRE
 GARAMICINA INYECTABL	Garamicina Inyectable 160 Mg	$95.00	$95.00	$95.00	2	0	PATENTE
6.5024E+11	Gargax 60ml	$47.00	$47.00	$47.00	0	0	PATENTE
 GARGAX 	Gargax Fm1	$55.00	$55.00	$55.00	0	0	PERFUMERIA
 GARRAFON	Garrafon De Agua	$13.00	$13.00	$13.00	0	0	VENTA LIBRE
7.50105E+12	Gasa 10 X10	$20.00	$20.00	$20.00	0	0	MATERIAL DE CURACION
7.503E+12	Gasa 7.5 X 5 Cm Con 10 	$12.00	$12.00	$12.00	8	0	MATERIAL DE CURACION
 GASA 705X5	Gasa De 7.5 X 5	$2.00	$2.00	$2.00	103	0	MATERIAL DE CURACION
7.50187E+12	Gasa Esteril Suelta 10x10	$2.50	$2.50	$2.50	211	0	MATERIAL DE CURACION
7.503E+12	Gasas Quirmex 10x10	$20.00	$20.00	$20.00	4	0	MATERIAL DE CURACION
 GATORADE GRANDE 	Gatorade 1 Litro	$27.00	$27.00	$27.00	11	0	VENTA LIBRE
 GATORADE DE 350	Gatorade 350ml	$12.00	$12.00	$12.00	0	0	VENTA LIBRE
 GATORADE 600	Gatorade 600ml	$22.00	$22.00	$22.00	17	0	VENTA LIBRE
 GEL ANTIBACTERIAL B	Gel Anti Bacterial  500 Ml.	$100.00	$100.00	$100.00	2	0	MATERIAL DE CURACION
 GEL ANTIBACTERIAL 1 	Gel Antibacterial 1 Litro	$155.00	$155.00	$155.00	6	0	MATERIAL DE CURACION
7.50225E+12	Gel Antibacterial 1 Litro	$150.00	$150.00	$150.00	1	0	MATERIAL DE CURACION
 GEL ANTIBAC. 125 ML	Gel Antibacterial 125 Ml	$35.00	$35.00	$35.00	0	0	MATERIAL DE CURACION
7.50022E+13	Gel Antibacterial 250 Ml	$55.00	$55.00	$55.00	8	0	PERFUMERIA
 GEL ANTIBACTERIAL	Gel Antibacterial 250 Ml Economico	$45.00	$45.00	$45.00	1	0	MATERIAL DE CURACION
 GEL ANTIBACTERIAL 35	Gel Antibacterial 355 Ml	$75.00	$75.00	$75.00	1	0	MATERIAL DE CURACION
7.50643E+12	Gel Antibacterial Escudo 70ml	$25.00	$25.00	$25.00	0	0	PERFUMERIA
7.59684E+11	Gel Antibacterial Jaloma 120 Ml	$28.00	$28.00	$28.00	4	0	MATERIAL DE CURACION
7.50105E+12	Gel Antibacterial Protec 1 Litro	$155.00	$155.00	$155.00	3	0	MATERIAL DE CURACION
7.50643E+12	Gel Antibacterias Escudo 250ml	$50.00	$50.00	$50.00	0	0	PERFUMERIA
8.71045E+12	Gel Axe Anarchy Ducha	$25.00	$25.00	$25.00	2	0	PERFUMERIA
7.50225E+12	Gel Bob Esponja	$15.00	$15.00	$15.00	0	0	BEBES
7.50144E+12	Gel Cera Punky 270 G	$10.00	$10.00	$10.00	0	0	PERFUMERIA
7.50144E+12	Gel De Moco De Gorila Sport	$32.00	$32.00	$32.00	0	0	PERFUMERIA
7.50955E+12	Gel Dental First	$47.00	$47.00	$47.00	0	0	PERFUMERIA
7.50631E+12	Gel Ego Alfa Control Caida 200 Ml	$14.00	$14.00	$14.00	0	0	PERFUMERIA
 GEL EGO ATTRACTION	Gel Ego Attraction 	$18.00	$18.00	$18.00	0	0	PERFUMERIA
7.50619E+12	Gel Ego Attraction 200 Ml	$14.00	$14.00	$14.00	4	0	PERFUMERIA
7.50619E+12	Gel Ego Attraction 230 Ml	$18.00	$18.00	$18.00	0	0	PERFUMERIA
7.50619E+12	Gel Ego Attraction 450 Ml	$28.00	$28.00	$28.00	0	0	PERFUMERIA
7.50619E+12	Gel Ego Black 250 Ml	$18.00	$18.00	$18.00	2	0	PERFUMERIA
7.50619E+12	Gel Ego Diez 200ml	$14.00	$14.00	$14.00	0	0	PERFUMERIA
7.50619E+12	Gel Ego Force 250 Ml	$18.00	$18.00	$18.00	0	0	PERFUMERIA
7.50631E+12	Gel Ego Men0180ml	$18.00	$18.00	$18.00	5	0	PERFUMERIA
7.50619E+12	Gel Ego Power De 250 Ml	$18.00	$18.00	$18.00	0	0	PERFUMERIA
7.5012E+12	Gel Extreme 100 Gr Blanco	$10.00	$10.00	$10.00	2	0	PERFUMERIA
7.503E+12	Gel Extreme 100 Gr Verde	$10.00	$10.00	$10.00	0	0	PERFUMERIA
 GEL EXTREME 125 MG	Gel Extreme 125 Mg	$10.00	$10.00	$10.00	0	0	PERFUMERIA
7.503E+12	Gel Extreme 250g	$14.00	$14.00	$14.00	0	0	PERFUMERIA
7.503E+12	Gel Extreme 250gr	$16.00	$16.00	$16.00	6	0	PERFUMERIA
7.503E+12	Gel Extreme Atraction 260 Gr	$10.00	$10.00	$10.00	0	0	PERFUMERIA
7.503E+12	Gel Extreme Atraction Power	$15.00	$15.00	$15.00	0	0	PERFUMERIA
7.503E+12	Gel Extreme Azul 100 Gr	$10.00	$10.00	$10.00	0	0	PERFUMERIA
7.50106E+12	Gel Folicure	$30.00	$30.00	$30.00	0	0	PERFUMERIA
7.50608E+12	Gel Fructis Stop Caida 200ml	$45.00	$45.00	$45.00	1	0	PERFUMERIA
7.50222E+12	Gel Hipo	$20.00	$20.00	$20.00	0	0	PERFUMERIA
37836021060	Gel Liquido Ricitos De Oro 125 Ml	$36.00	$36.00	$36.00	0	0	BEBES
7.50144E+12	Gel Moco De Gforila Tarro	$29.00	$29.00	$29.00	0	0	PERFUMERIA
7.50144E+12	Gel Moco De Gorila 	$27.00	$27.00	$27.00	0	0	PERFUMERIA
7.50144E+12	Gel Moco De Gorila 280 Gr	$39.00	$39.00	$39.00	1	0	PERFUMERIA
7.50144E+12	Gel Moco De Gorila 280 Gr	$39.00	$39.00	$39.00	0	0	PERFUMERIA
7.50144E+12	Gel Moco De Gorila De 85 Gr	$22.00	$22.00	$22.00	0	0	PERFUMERIA
7.50144E+12	Gel Moco De Gorila Punk	$30.00	$30.00	$30.00	0	0	PERFUMERIA
7.50144E+12	Gel Moco De Gorila Rock Tarro	$35.00	$35.00	$35.00	1	0	PERFUMERIA
7.50144E+12	Gel Moco De Gorila Rockero 340g	$33.00	$33.00	$33.00	0	0	PERFUMERIA
7.50144E+12	Gel Moco De Gorila Sport	$29.00	$29.00	$29.00	0	0	PERFUMERIA
7.50144E+12	Gel Moco De Gorila Tarro	$35.00	$35.00	$35.00	0	0	PERFUMERIA
7.50225E+12	Gel Modelador	$15.00	$15.00	$15.00	0	0	PERFUMERIA
7.50225E+11	Gel Princess	$19.00	$19.00	$19.00	0	0	BEBES
7.50144E+12	Gel Puinky Junky	$21.00	$21.00	$21.00	0	0	PERFUMERIA
7.50144E+12	Gel Punky	$22.00	$22.00	$22.00	0	0	PERFUMERIA
7.50144E+12	Gel Punky Junky	$42.00	$42.00	$42.00	0	0	PERFUMERIA
7.50144E+12	Gel Punky Junky Fire	$9.00	$9.00	$9.00	0	0	PERFUMERIA
7.50144E+12	Gel Punky Pkunky200 G	$25.00	$25.00	$25.00	0	0	PERFUMERIA
7.50144E+12	Gel Punky Punky Firme 130g	$22.00	$22.00	$22.00	0	0	PERFUMERIA
7.50102E+12	Gel Ricitos D Oro 115g	$30.00	$30.00	$30.00	0	0	BEBES
37836002915	Gel Ricitos De Oro Miel 115g	$25.00	$25.00	$25.00	0	0	BEBES
7.50225E+12	Gel Spider Man	$15.00	$15.00	$15.00	0	0	BEBES
6.5024E+11	Gel Wildroot Marino	$33.00	$33.00	$33.00	0	0	PERFUMERIA
6.5024E+11	Gel Wildrot Volcano 50 Gr	$32.00	$32.00	$32.00	0	0	PERFUMERIA
7.503E+14	Gel Xtreme 250g Azul	$14.00	$14.00	$14.00	0	0	PERFUMERIA
 GELATINA YOMI	Gelatina Yomi	$8.00	$8.00	$8.00	5	0	VENTA LIBRE
6.5024E+11	Gelbeck	$55.00	$55.00	$55.00	0	0	PATENTE
7.50113E+12	Gelcavit Capsulas	$65.00	$65.00	$65.00	0	0	GENERICOS
7.50113E+12	Gelcavit Capsulas Fm1	$89.00	$89.00	$89.00	0	0	GENERICOS
7.50109E+12	Gelean Plus Gel	$102.00	$102.00	$102.00	0	0	PATENTE
7.80083E+11	Gelmicin Crema	$35.00	$35.00	$35.00	1	0	GENERICOS
6.5024E+11	Genoprazol C/14 Cap	$45.00	$45.00	$45.00	0	0	PATENTE
6.5024E+11	Genoprazol Capsulas 7	$35.00	$35.00	$35.00	0	0	PATENTE
6.5024E+11	Genoprazol Exceso	$45.00	$45.00	$45.00	0	0	PATENTE
7.50135E+12	Gentamicina 160 Iny	$30.00	$30.00	$30.00	0	0	generico (Eliminado 06/08/2020)
7.50135E+12	Gentamicina 160 Mg Inyectable 5 Ampolletas	$85.00	$85.00	$85.00	0	0	GENERICOS
7.502E+12	Gentamicina 20 Mg Inyectable	$70.00	$70.00	$70.00	8	0	GENERICOS
7.502E+12	Gentamicina 80  	$75.00	$75.00	$75.00	6	0	GENERICOS
7.50135E+12	Gentamicina 80 Mg	$25.00	$25.00	$25.00	0	0	GENERICOS
7.502E+12	Gentamicina Inyectable 160	$85.00	$85.00	$85.00	1	0	- Sin Departamento -
 GEOPLANO CHICO	Geoplano Chico Madera	$35.00	$35.00	$35.00	1	0	PAPELERIA
 GEOPLANO CLAVO	Geoplano Clavo Chico	$42.00	$42.00	$42.00	2	0	PAPELERIA
75013349	Gerber 1aEtapa SPlatano	$12.00	$12.00	$12.00	0	0	- Sin Departamento -
75003487	Gerber 2da Etapa	$15.00	$15.00	$15.00	1	0	BEBES
 GERBER ETAPA 1	Gerber Etapa 1	$12.00	$12.00	$12.00	0	0	BEBES
 GERBER	Gerber Etapa 2	$14.00	$14.00	$14.00	0	0	BEBES
75004729	Gerber Etapa 3	$16.00	$16.00	$16.00	0	0	BEBES
75015374	Gerber Mango 1aEtapa	$12.00	$12.00	$12.00	0	0	- Sin Departamento -
 GEL ANTIBACTERIAL 12	Gerl Antibacterial 125 Ml	$35.00	$35.00	$35.00	0	0	MATERIAL DE CURACION
7.50634E+12	Gillete Venus Breeze	$116.00	$116.00	$116.00	0	0	PERFUMERIA
 GISES 	Gises Blancos Caja C/12	$15.00	$15.00	$15.00	2	0	PAPELERIA
 GISES COLORES BACO	Gises Colores Baco	$17.00	$17.00	$17.00	3	0	PAPELERIA
7.50225E+12	Glibenclamida Con Metformina 500 /5	$75.00	$75.00	$75.00	0	0	GENERICOS
7.80083E+11	Glibenclamida Con Metformina Tab 500/5 Mg	$45.00	$45.00	$45.00	0	0	generico (Eliminado 06/08/2020)
7.50167E+12	Glibenclamida Tab	$15.00	$15.00	$15.00	0	0	GENERICOS
7.59684E+11	Glicerina Jaloma 	$25.00	$25.00	$25.00	0	0	PERFUMERIA
7.50221E+12	Glimepirida	$55.00	$55.00	$55.00	5	0	GENERICOS
7.50135E+12	Glimepirida De 2 Mg	$60.00	$60.00	$60.00	0	0	GENERICOS
7.50221E+12	Glimepririda Tab 4 Mg 15 Tab	$65.00	$65.00	$65.00	11	0	GENERICOS
7.80083E+11	Glipizida Tab 10mg	$55.00	$55.00	$55.00	0	0	PATENTE
 GLOBO 14 DE FEBRERO 	Globo 14 De Febrero Chico	$20.00	$20.00	$20.00	0	0	PAPELERIA
 GLOBO ESTRELLA	Globo Estrella	$20.00	$20.00	$20.00	10	0	PAPELERIA
 GLOBO BLOBO NO 9 S	Globo No. 9 Sueltos	$1.50	$1.50	$1.50	79	0	PAPELERIA
 GLOBOS CONFETI	Globos Confeti	$49.00	$49.00	$49.00	2	0	PAPELERIA
 GLOBOS SUELTOS CHICO	Globos Sueltos Chicos 4x$1	$1.00	$1.00	$1.00	0	0	PAPELERIA
 GLOBO MINI	Glomo Mini 14 De Febrero	$13.00	$13.00	$13.00	3	0	PAPELERIA
 GODETES DEDPLASTICO	Godetes De Plastico C/10	$10.00	$10.00	$10.00	3	0	PAPELERIA
6.5024E+11	Goicoechea DiabetTX 400ml	$110.00	$110.00	$110.00	1	0	PERFUMERIA
6.5024E+11	Goicotabs Tab 	$118.00	$118.00	$118.00	1	0	PATENTE
 GOLD NUTS CACAHUATES	Golden Nuts Cacahuates Enchilados 65 Gr	$10.00	$10.00	$10.00	5	0	VENTA LIBRE
 GOLDEN NUTS CAC	Golden Nuts Cacahuates Salados 65 Gr	$10.00	$10.00	$10.00	4	0	VENTA LIBRE
 GOLD NUTS SURT	Golden Nuts Surtidos	$10.00	$10.00	$10.00	0	0	VENTA LIBRE
 GOMA CANGREJOS	Goma Cangrejos	$7.00	$7.00	$7.00	28	0	PAPELERIA
 GOMA JIRAFITA	Goma Jirafita	$6.00	$6.00	$6.00	24	0	PAPELERIA
 GOMA PELIKAN 	Goma Pelikan Blanca Ws30	$4.00	$4.00	$4.00	20	0	PAPELERIA
 GOMA SABONIS	Goma Sabonis Colores	$3.00	$3.00	$3.00	40	0	PAPELERIA
 GOTEROS	Goteros De Vidrio	$7.00	$7.00	$7.00	17	0	MATERIAL DE CURACION
7.5011E+12	Graneodin  Tabletas	$42.00	$42.00	$42.00	0	0	PATENTE
7.50106E+12	Graneodin Frambuesa	$45.00	$45.00	$45.00	0	0	PATENTE
7.5011E+12	Graneodin Miel Limon C24	$64.00	$64.00	$64.00	1	0	PATENTE
 GRANEODIN SUELTA	Graneodin Sabores 	$4.00	$4.00	$4.00	5	0	PASTILLAS SUELTAS
 GRAPAS BARRILITO	Grapas Barrilito Con 5000 Piezas	$40.00	$40.00	$40.00	5	0	PAPELERIA
 GRAPAS SHELY CON 100	Grapas Shely Con 1000 Piezas	$9.00	$9.00	$9.00	4	0	PAPELERIA
7.50108E+12	Gravix Prueba De Embarazo	$45.00	$45.00	$45.00	3	0	PERFUMERIA
8400004574	Grimal Gotas Oftalmicas	$297.00	$297.00	$297.00	0	0	PATENTE
7.50222E+12	Guaifesina Con Oxolamina Jarabe	$55.00	$55.00	$55.00	0	0	GENERICOS
7.50108E+12	Guainefesina Con Dextrometorfano Jarabe	$35.00	$35.00	$35.00	0	0	generico (Eliminado 06/08/2020)
 GUANTE CHICO	Guante Chico No Esteril Ambiderm	$6.00	$6.00	$6.00	90	0	- Sin Departamento -
 GUANTES CHICO	Guantes Chico	$6.00	$6.00	$6.00	120	0	MATERIAL DE CURACION
 GUANTES DE LATEX MED	Guantes De Latex Med	$6.00	$6.00	$6.00	180	0	MATERIAL DE CURACION
 GUANTES GRANDES	Guantes Grandes Sueltos	$5.00	$5.00	$5.00	163	0	MATERIAL DE CURACION
7.50171E+12	Guayatetra Adulto	$125.00	$125.00	$125.00	0	0	GENERICOS
 GUIRNALDA	Guirnalda	$46.00	$46.00	$46.00	12	0	PAPELERIA
41420041013	Gummy Bears	$8.00	$8.00	$8.00	0	0	VENTA LIBRE
7.50221E+12	Gynofler V Ovulos	$55.00	$55.00	$55.00	0	0	GENERICOS
 HALLS 	HALLS 	$9.00	$9.00	$9.00	0	0	VENTA LIBRE
 HOJAS DE BISTURI	HOJAS DE BISTURI	$5.00	$5.00	$5.00	58	0	MATERIAL DE CURACION
 HOJAS DE COLOR 	HOJAS DE COLOR 	$1.00	$1.00	$1.00	1811	0	PAPELERIA
 HOJAS DE DIBUJO 	HOJAS DE DIBUJO 	$2.00	$2.00	$2.00	92	0	PAPELERIA
 HOJAS OPALINA 	HOJAS OPALINA 	$1.00	$1.00	$1.00	436	0	PAPELERIA
 HOJAS T/C 4X1	HOJAS TAMAÑO CARTA 4X1	$1.00	$1.00	$1.00	748	0	PAPELERIA
 HOJAS T/O 3X1	HOJAS TAMAÑO OFICIO 3X1	$1.00	$1.00	$1.00	951	0	PAPELERIA
 HOT NUTS 50G	HOT NUTS 50G	$8.00	$8.00	$8.00	0	0	VENTA LIBRE
 HOT NUTS 75GR	HOT NUTS 75GR	$10.00	$10.00	$10.00	0	0	VENTA LIBRE
 HUEVITOS 	HUEVITOS  4 X 1 Peso	$1.00	$1.00	$1.00	6	0	VENTA LIBRE
 HUEVO KINDER	HUEVO KINDER Niño Y Niña	$22.00	$22.00	$22.00	0	0	VENTA LIBRE
 HELADO NAPOLITANO MI	Helado Napolitano Micha 	$34.00	$34.00	$34.00	0	0	VENTA LIBRE
 HELADO VINIETA 	Helado Vinieta 	$84.00	$84.00	$84.00	0	0	VENTA LIBRE
7.50139E+12	Hemosin K Inyectable	$272.00	$272.00	$272.00	0	0	PATENTE
7.50139E+12	Hemosin K Tabletas	$265.00	$265.00	$265.00	0	0	PATENTE
7.50109E+12	Herklin  Shampoo	$125.00	$125.00	$125.00	1	0	PATENTE
7.50109E+12	Herklin Novo	$120.00	$120.00	$120.00	0	0	PATENTE
7.50109E+12	Herklin Novo Solucion	$116.00	$116.00	$116.00	0	0	PATENTE
7.50109E+12	Herklin Shampoo 120 Ml	$182.00	$182.00	$182.00	0	0	PATENTE
7.50109E+12	Herklin Spray	$119.00	$119.00	$119.00	0	0	PATENTE
7.50301E+12	Hidrasec Sobre	$223.00	$223.00	$223.00	0	0	PATENTE
7.50113E+12	Hierro Dextran Ferroin	$160.00	$160.00	$160.00	1	0	GENERICOS
7.50113E+12	Hierro Dextran Iny 100mg/2ml	$160.00	$160.00	$160.00	9	0	GENERICOS
7.89102E+12	Hilo Dental Colgate	$52.00	$52.00	$52.00	0	0	PERFUMERIA
7.50106E+12	Hilo Dental Doradelnt	$20.00	$20.00	$20.00	0	0	PERFUMERIA
7.80001E+12	Hilo Dental Oral B	$58.00	$58.00	$58.00	0	0	PERFUMERIA
7.80001E+12	Hilo Dental Oral B	$58.00	$58.00	$58.00	0	0	PERFUMERIA
7.50044E+12	Hilo Dental Oral B Essentialfloss	$50.00	$50.00	$50.00	0	0	PERFUMERIA
7.89105E+11	Hilo Dental Oral B Satin	$39.00	$39.00	$39.00	0	0	PERFUMERIA
7.89105E+12	Hilo Dental Oral B Satin Floss	$42.00	$42.00	$42.00	0	0	PERFUMERIA
7.80083E+11	Hiocina/Metamizol Iny.     	$50.00	$50.00	$50.00	0	0	GENERICOS
7.50184E+12	Hioscina Con Paracetamol Sol Oral	$55.00	$55.00	$55.00	0	0	GENERICOS
7.50154E+12	Hioscina Tab	$38.00	$38.00	$38.00	0	0	GENERICOS
7.50126E+12	Hioscina Tabletas 100mg	$55.00	$55.00	$55.00	2	0	GENERICOS
7.50129E+12	Hipoglos Pomada	$55.00	$55.00	$55.00	0	0	BEBES
8400005830	Hipromelosa Oftalmica	$45.00	$45.00	$45.00	0	0	GENERICOS
7.50133E+12	Histiacil Nf Jarabe Adulto 	$110.00	$110.00	$110.00	1	0	PATENTE
7.50117E+12	Histiacil Pediatrica	$99.00	$99.00	$99.00	0	0	PATENTE
7.50133E+12	Histiacil Pediatrico 	$83.00	$83.00	$83.00	0	0	PATENTE
7.50133E+12	Histiacil-Nf Jarabe	$108.00	$108.00	$108.00	0	0	PATENTE
7.50133E+12	Histyacil Flu	$45.00	$45.00	$45.00	0	0	PATENTE
 HOJA DE ALBANENE	Hoja De Albanene	$3.50	$3.50	$3.50	41	0	PAPELERIA
 HOJA DE NAVAJA GILLE	Hoja De Navaja Gillete	$25.00	$25.00	$25.00	18	0	PERFUMERIA
 HOJA DE TRANSFERENCI	Hoja De Transferencia Bancaria	$3.00	$3.00	$3.00	20	0	PAPELERIA
8.80104E+12	Hojas De Navaja Dorco Caja 	$40.00	$40.00	$40.00	0	0	PERFUMERIA
 HOJAS DE NAVAJAS 	Hojas De Navajas Sueltas	$5.00	$5.00	$5.00	15	0	PERFUMERIA
 HOJAS DORCO	Hojas Dorco	$5.00	$5.00	$5.00	0	0	PERFUMERIA
 HOJAS MILIMETRICAS 	Hojas Milimetricas	$1.00	$1.00	$1.00	92	0	PAPELERIA
 HUATA	Huata	$15.00	$15.00	$15.00	9	0	MATERIAL DE CURACION
 HUEVITOS RICOLINO	Huevitos Ricolino	$12.00	$12.00	$12.00	6	0	VENTA LIBRE
7.50194E+12	Huggies Toallitas Humedas 80pz	$46.00	$46.00	$46.00	0	0	BEBES
 ROLLO HULE	Hule Cristal Por  1 Metro	$8.00	$8.00	$8.00	18	0	PAPELERIA
 LANTUS	INSULINA  Lantus	$850.00	$850.00	$850.00	2	0	PATENTE
7.50157E+12	ISOCONAZOL CREMA	$45.00	$45.00	$45.00	0	0	GENERICOS
 IBUPROFENO SUELTO	Ibuprofeno 800mg Suelto	$5.00	$5.00	$5.00	0	0	GENERICOS
7.80083E+11	Ibuprofeno 800mg Tableta Dolprofen	$55.00	$55.00	$55.00	0	0	GENERICOS
7.50223E+12	Ibuprofeno Con Cafeina Capsulas	$40.00	$40.00	$40.00	0	0	GENERICOS
7.50201E+12	Ibuprofeno Infantil	$45.00	$45.00	$45.00	0	0	GENERICOS
7.50222E+12	Ibuprofeno Pediatrico	$65.00	$65.00	$65.00	0	0	GENERICOS
7.50221E+12	Ibuprofeno Suspension	$50.00	$50.00	$50.00	4	0	GENERICOS
7.80083E+11	Ibuprofeno Suspension	$45.00	$45.00	$45.00	0	0	GENERICOS
7.50201E+12	Ibuprofeno Tab 400 Mg	$35.00	$35.00	$35.00	3	0	GENERICOS
7.80083E+11	Ibuprofeno Tab 600 Mg	$55.00	$55.00	$55.00	1	0	GENERICOS
7.50201E+12	Ibuprofeno Tab 800 Mg	$55.00	$55.00	$55.00	0	0	GENERICOS
7.502E+12	Ibuprofeno Tab400 Mg	$40.00	$40.00	$40.00	3	0	GENERICOS
7.50157E+12	Ibuprofeno Tabletas 200 Mg	$25.00	$25.00	$25.00	0	0	GENERICOS
7.50113E+12	Imipenem Inyectable 500	$205.00	$205.00	$205.00	5	0	GENERICOS
 IMPLANTE SUBDERMICO	Implante Subdermico	$900.00	$900.00	$900.00	0	0	MATERIAL DE CURACION
7.50155E+12	Indarzona Capsulas	$70.00	$70.00	$70.00	0	0	GENERICOS
7.50226E+12	Indometacina Tab 	$25.00	$25.00	$25.00	0	0	GENERICOS
 INDOMETACINA TAB	Indometacina Tab	$30.00	$30.00	$30.00	0	0	GENERICOS
 INSULEX	Insulina Nph	$350.00	$350.00	$350.00	0	0	PATENTE
 INSULINA NPH	Insulina Nph	$130.00	$130.00	$130.00	2	0	GENERICOS
 INSULINA 	Insulina Nph 	$145.00	$145.00	$145.00	4	0	GENERICOS
 INVITACIONES CON 6 C	Invitaciones Con 6 Piezas Con Sobre	$25.00	$25.00	$25.00	9	0	PAPELERIA
 INVITACIONES DIVERSA	Invitaciones Diversas	$12.00	$12.00	$12.00	45	0	PAPELERIA
7.50106E+12	Iodex	$60.00	$60.00	$60.00	2	0	PERFUMERIA
7.50163E+12	Isodine Antiseptico Espuma	$60.00	$60.00	$60.00	4	0	MATERIAL DE CURACION
7.50163E+12	Isodine Antiseptico Espuma 120ml	$60.00	$60.00	$60.00	0	0	MATERIAL DE CURACION
7.50103E+12	Isodine Bucofaringeo	$115.00	$115.00	$115.00	1	0	PATENTE
7.50222E+12	Itraconazol Capsula 100mg	$95.00	$95.00	$95.00	1	0	GENERICOS
7.50108E+12	Itraconazol Capsulas 100 Mg	$90.00	$90.00	$90.00	0	0	GENERICOS
